,location
2365,"40.88926540367435,-73.85621270899654"
2366,"40.88926540367435,-73.85621270899654"
2367,"40.88926540367435,-73.85621270899654"
2368,"40.89374022217711,-73.8471478999871"
2369,"40.89374022217711,-73.8471478999871"
2370,"40.88598824615946,-73.84058417078936"
2371,"40.88598824615946,-73.84058417078936"
2372,"40.88894965346862,-73.85580441370652"
2373,"40.88894965346862,-73.85580441370652"
2374,"40.88894965346862,-73.85580441370652"
2375,"40.88894965346862,-73.85580441370652"
2376,"40.894443585920136,-73.84099530435381"
2377,"40.88220913175602,-73.84618047780376"
2378,"40.891733407490456,-73.85726154646991"
2379,"40.891733407490456,-73.85726154646991"
2380,"40.891733407490456,-73.85726154646991"
2381,"40.89989909511992,-73.84278189382557"
2382,"40.887005167915085,-73.85357545529187"
2383,"40.88552944327361,-73.85352766151375"
2384,"40.89456769319607,-73.84257982368713"
2385,"40.86849714464141,-73.8704170710212"
2386,"40.882146016917325,-73.86927749658824"
2387,"40.86874345026291,-73.86931952021423"
2388,"40.86928178725631,-73.86829374797941"
2389,"40.882941011514944,-73.86498215700342"
2390,"40.882941011514944,-73.86498215700342"
2391,"40.87706835479485,-73.87261677243839"
2392,"40.87376693004992,-73.87044101821607"
2393,"40.883286263686976,-73.87785124579317"
2394,"40.883286263686976,-73.87785124579317"
2395,"40.883286263686976,-73.87785124579317"
2396,"40.878778547369336,-73.86128385311363"
2397,"40.878778547369336,-73.86128385311363"
2398,"40.87672478932349,-73.87441896186097"
2399,"40.87672478932349,-73.87441896186097"
2400,"40.87672478932349,-73.87441896186097"
2401,"40.87672478932349,-73.87441896186097"
2402,"40.87672478932349,-73.87441896186097"
2403,"40.87672478932349,-73.87441896186097"
2404,"40.87672478932349,-73.87441896186097"
2405,"40.87672478932349,-73.87441896186097"
2406,"40.87438294772781,-73.86337031700755"
2407,"40.86407375544715,-73.86357183752624"
2408,"40.86922796906766,-73.86780388007452"
2409,"40.87691350216477,-73.8810729028525"
2410,"40.872228790270285,-73.87996221600308"
2411,"40.872228790270285,-73.87996221600308"
2412,"40.872228790270285,-73.87996221600308"
2413,"40.872228790270285,-73.87996221600308"
2414,"40.872228790270285,-73.87996221600308"
2415,"40.87452329020026,-73.86591587358775"
2416,"40.86983066296986,-73.87076634219672"
2417,"40.86983066296986,-73.87076634219672"
2418,"40.88110937824756,-73.86200610318741"
2419,"40.867894108477984,-73.86356088993881"
2420,"40.867894108477984,-73.86356088993881"
2421,"40.867894108477984,-73.86356088993881"
2422,"40.867894108477984,-73.86356088993881"
2423,"40.867894108477984,-73.86356088993881"
2424,"40.867894108477984,-73.86356088993881"
2425,"40.8680403841381,-73.86181807083204"
2426,"40.88064496791448,-73.86187519628953"
2427,"40.87121206404397,-73.86842471515887"
2428,"40.87121206404397,-73.86842471515887"
2429,"40.87572573998939,-73.87915645530958"
2430,"40.87371122616049,-73.86241177109976"
2431,"40.87371122616049,-73.86241177109976"
2432,"40.87961160247716,-73.86637860858599"
2433,"40.87961160247716,-73.86637860858599"
2434,"40.875493528152376,-73.87955219462339"
2435,"40.869426267723725,-73.87904325555998"
2436,"40.86996515221674,-73.87722166690035"
2437,"40.86996515221674,-73.87722166690035"
2438,"40.88255432589255,-73.87028907775442"
2439,"40.8828765363472,-73.88112191275992"
2440,"40.87970160003769,-73.87627180813261"
2441,"40.87970160003769,-73.87627180813261"
2442,"40.87970160003769,-73.87627180813261"
2443,"40.87970160003769,-73.87627180813261"
2444,"40.87970160003769,-73.87627180813261"
2445,"40.87970160003769,-73.87627180813261"
2446,"40.87970160003769,-73.87627180813261"
2447,"40.87970160003769,-73.87627180813261"
2448,"40.87970160003769,-73.87627180813261"
2449,"40.87970160003769,-73.87627180813261"
2450,"40.8801313301853,-73.87694125880566"
2451,"40.8801313301853,-73.87694125880566"
2452,"40.8801313301853,-73.87694125880566"
2453,"40.8801313301853,-73.87694125880566"
2454,"40.8801313301853,-73.87694125880566"
2455,"40.8801313301853,-73.87694125880566"
2456,"40.8801313301853,-73.87694125880566"
2457,"40.8801313301853,-73.87694125880566"
2458,"40.8801313301853,-73.87694125880566"
2459,"40.8801313301853,-73.87694125880566"
2460,"40.8801313301853,-73.87694125880566"
2461,"40.87273373376851,-73.87401830960594"
2462,"40.87503739571461,-73.87675131259772"
2463,"40.87503739571461,-73.87675131259772"
2464,"40.87503739571461,-73.87675131259772"
2465,"40.87503739571461,-73.87675131259772"
2466,"40.878491800706925,-73.86859766807534"
2467,"40.878491800706925,-73.86859766807534"
2468,"40.88264473123682,-73.86263054585793"
2469,"40.87639973308257,-73.87803952474434"
2470,"40.87546274715492,-73.87582204092692"
2471,"40.87546274715492,-73.87582204092692"
2472,"40.87546274715492,-73.87582204092692"
2473,"40.87546274715492,-73.87582204092692"
2474,"40.87546274715492,-73.87582204092692"
2475,"40.8692595122902,-73.86746933668758"
2476,"40.85944114418281,-73.90550194085964"
2477,"40.85944114418281,-73.90550194085964"
2478,"40.85944114418281,-73.90550194085964"
2479,"40.85944114418281,-73.90550194085964"
2480,"40.85944114418281,-73.90550194085964"
2481,"40.85944114418281,-73.90550194085964"
2482,"40.865961734041264,-73.89741691691086"
2483,"40.865961734041264,-73.89741691691086"
2484,"40.8698059999305,-73.90342360624439"
2485,"40.8698059999305,-73.90342360624439"
2486,"40.8698059999305,-73.90342360624439"
2487,"40.8698059999305,-73.90342360624439"
2488,"40.8698059999305,-73.90342360624439"
2489,"40.8698059999305,-73.90342360624439"
2490,"40.86135248090894,-73.90445319039445"
2491,"40.86135248090894,-73.90445319039445"
2492,"40.86135248090894,-73.90445319039445"
2493,"40.86135248090894,-73.90445319039445"
2494,"40.87276488670659,-73.89967100361558"
2495,"40.87276488670659,-73.89967100361558"
2496,"40.87276488670659,-73.89967100361558"
2497,"40.87276488670659,-73.89967100361558"
2498,"40.87276488670659,-73.89967100361558"
2499,"40.85977983019893,-73.9024681849206"
2500,"40.86451439008779,-73.90170563340187"
2501,"40.86451439008779,-73.90170563340187"
2502,"40.86451439008779,-73.90170563340187"
2503,"40.86451439008779,-73.90170563340187"
2504,"40.86451439008779,-73.90170563340187"
2505,"40.86451439008779,-73.90170563340187"
2506,"40.869110269804295,-73.89371318322092"
2507,"40.869110269804295,-73.89371318322092"
2508,"40.869110269804295,-73.89371318322092"
2509,"40.869110269804295,-73.89371318322092"
2510,"40.86735797780885,-73.90258062563463"
2511,"40.86735797780885,-73.90258062563463"
2512,"40.8737616955752,-73.90219955648242"
2513,"40.8737616955752,-73.90219955648242"
2514,"40.8737616955752,-73.90219955648242"
2515,"40.8737616955752,-73.90219955648242"
2516,"40.87476493391282,-73.89365260695362"
2517,"40.86372772667321,-73.90251225848006"
2518,"40.86372772667321,-73.90251225848006"
2519,"40.86372772667321,-73.90251225848006"
2520,"40.86372772667321,-73.90251225848006"
2521,"40.86372772667321,-73.90251225848006"
2522,"40.86707282228111,-73.9019689488358"
2523,"40.86707282228111,-73.9019689488358"
2524,"40.86707282228111,-73.9019689488358"
2525,"40.86707282228111,-73.9019689488358"
2526,"40.86707282228111,-73.9019689488358"
2527,"40.86707282228111,-73.9019689488358"
2528,"40.87150949245142,-73.89418129179391"
2529,"40.87150949245142,-73.89418129179391"
2530,"40.86512322890943,-73.89592793568161"
2531,"40.86512322890943,-73.89592793568161"
2532,"40.86512322890943,-73.89592793568161"
2533,"40.86512322890943,-73.89592793568161"
2534,"40.87072041330201,-73.89919008469633"
2535,"40.87072041330201,-73.89919008469633"
2536,"40.87072041330201,-73.89919008469633"
2537,"40.87072041330201,-73.89919008469633"
2538,"40.87072041330201,-73.89919008469633"
2539,"40.87072041330201,-73.89919008469633"
2540,"40.87072041330201,-73.89919008469633"
2541,"40.87072041330201,-73.89919008469633"
2542,"40.87072041330201,-73.89919008469633"
2543,"40.86692846010391,-73.89399725862731"
2544,"40.86692846010391,-73.89399725862731"
2545,"40.86692846010391,-73.89399725862731"
2546,"40.86978994718719,-73.89739020210023"
2547,"40.87012500284658,-73.89942525552651"
2548,"40.87012500284658,-73.89942525552651"
2549,"40.86060526170957,-73.90593494307848"
2550,"40.86060526170957,-73.90593494307848"
2551,"40.86060526170957,-73.90593494307848"
2552,"40.86060526170957,-73.90593494307848"
2553,"40.86060526170957,-73.90593494307848"
2554,"40.86060526170957,-73.90593494307848"
2555,"40.86060526170957,-73.90593494307848"
2556,"40.86390567030324,-73.89795715850246"
2557,"40.86390567030324,-73.89795715850246"
2558,"40.86390567030324,-73.89795715850246"
2559,"40.86390567030324,-73.89795715850246"
2560,"40.86390567030324,-73.89795715850246"
2561,"40.8735700544452,-73.90069269654856"
2562,"40.8735700544452,-73.90069269654856"
2563,"40.8735700544452,-73.90069269654856"
2564,"40.8735700544452,-73.90069269654856"
2565,"40.87019818070079,-73.89851145401576"
2566,"40.87019818070079,-73.89851145401576"
2567,"40.87019818070079,-73.89851145401576"
2568,"40.87019818070079,-73.89851145401576"
2569,"40.86225323802249,-73.90120028081665"
2570,"40.86225323802249,-73.90120028081665"
2571,"40.87376712236554,-73.90194290077972"
2572,"40.87376712236554,-73.90194290077972"
2573,"40.87376712236554,-73.90194290077972"
2574,"40.87376712236554,-73.90194290077972"
2575,"40.87376712236554,-73.90194290077972"
2576,"40.86599820223425,-73.90051298479308"
2577,"40.86609985061035,-73.89992141871966"
2578,"40.85947284911276,-73.90283221362276"
2579,"40.85947284911276,-73.90283221362276"
2580,"40.86198751579308,-73.9065424982518"
2581,"40.86198751579308,-73.9065424982518"
2582,"40.86198751579308,-73.9065424982518"
2583,"40.86550654789976,-73.90324572720434"
2584,"40.86550654789976,-73.90324572720434"
2585,"40.86550654789976,-73.90324572720434"
2586,"40.86550654789976,-73.90324572720434"
2587,"40.86550654789976,-73.90324572720434"
2588,"40.86550654789976,-73.90324572720434"
2589,"40.86550654789976,-73.90324572720434"
2590,"40.86550654789976,-73.90324572720434"
2591,"40.86550654789976,-73.90324572720434"
2592,"40.86550654789976,-73.90324572720434"
2593,"40.86550654789976,-73.90324572720434"
2594,"40.86550654789976,-73.90324572720434"
2595,"40.86550654789976,-73.90324572720434"
2596,"40.86918194790481,-73.89129964593738"
2597,"40.86918194790481,-73.89129964593738"
2598,"40.86753845799053,-73.89532988392854"
2599,"40.86753845799053,-73.89532988392854"
2600,"40.86753845799053,-73.89532988392854"
2601,"40.86753845799053,-73.89532988392854"
2602,"40.86753845799053,-73.89532988392854"
2603,"40.86753845799053,-73.89532988392854"
2604,"40.86454523314608,-73.89949545989734"
2605,"40.8731118694212,-73.89984649059559"
2606,"40.8731118694212,-73.89984649059559"
2607,"40.8731118694212,-73.89984649059559"
2608,"40.8731118694212,-73.89984649059559"
2609,"40.8731118694212,-73.89984649059559"
2610,"40.86261927384416,-73.89701844000861"
2611,"40.86130544890508,-73.90446687771863"
2612,"40.86130544890508,-73.90446687771863"
2613,"40.86130544890508,-73.90446687771863"
2614,"40.87295266433795,-73.90184964046071"
2615,"40.87295266433795,-73.90184964046071"
2616,"40.87295266433795,-73.90184964046071"
2617,"40.86864808030477,-73.90534339994855"
2618,"40.86286003923292,-73.89697908492678"
2619,"40.863836857577176,-73.900671043584"
2620,"40.863836857577176,-73.900671043584"
2621,"40.863836857577176,-73.900671043584"
2622,"40.863836857577176,-73.900671043584"
2623,"40.863836857577176,-73.900671043584"
2624,"40.85992129914345,-73.90068043080744"
2625,"40.85992129914345,-73.90068043080744"
2626,"40.85992129914345,-73.90068043080744"
2627,"40.85992129914345,-73.90068043080744"
2628,"40.85992129914345,-73.90068043080744"
2629,"40.86129357411499,-73.8996023597362"
2630,"40.86129357411499,-73.8996023597362"
2631,"40.86129357411499,-73.8996023597362"
2632,"40.87593336134419,-73.85320777105242"
2633,"40.86390060383455,-73.84699114164124"
2634,"40.87440124932166,-73.8509597069608"
2635,"40.87440124932166,-73.8509597069608"
2636,"40.86602308338565,-73.8488473809183"
2637,"40.87602151735081,-73.84283593165644"
2638,"40.861358260004,-73.85862822651065"
2639,"40.86929952129279,-73.84037768968878"
2640,"40.86929952129279,-73.84037768968878"
2641,"40.874239705298336,-73.8539044722509"
2642,"40.87712566455755,-73.84151365742602"
2643,"40.87814126754683,-73.85077028376996"
2644,"40.86729057044588,-73.8552044322632"
2645,"40.87478718918945,-73.85566022143176"
2646,"40.87478718918945,-73.85566022143176"
2647,"40.87531706708835,-73.854765944822"
2648,"40.87531706708835,-73.854765944822"
2649,"40.87008722616435,-73.85750158926172"
2650,"40.86974457603983,-73.85057158165696"
2651,"40.86970547673467,-73.84450633920459"
2652,"40.86970547673467,-73.84450633920459"
2653,"40.87551696299055,-73.85325127090816"
2654,"40.87796233991065,-73.85064638118487"
2655,"40.87753829660899,-73.85846206560849"
2656,"40.86702978757607,-73.84406215872228"
2657,"40.86608417692579,-73.85500805235712"
2658,"40.868001924992,-73.84855464967832"
2659,"40.86129976453891,-73.85614075114266"
2660,"40.86140895278797,-73.84820880485414"
2661,"40.86451067693479,-73.84811025287608"
2662,"40.86328098990409,-73.84628875473419"
2663,"40.86705820976948,-73.85167678875148"
2664,"40.86705820976948,-73.85167678875148"
2665,"40.86705820976948,-73.85167678875148"
2666,"40.86705820976948,-73.85167678875148"
2667,"40.86705820976948,-73.85167678875148"
2668,"40.87355788459554,-73.84640585160717"
2669,"40.87355788459554,-73.84640585160717"
2670,"40.875769551210254,-73.84275012239861"
2671,"40.878295147407584,-73.85034676022478"
2672,"40.87689110794988,-73.84098802370248"
2673,"40.87689110794988,-73.84098802370248"
2674,"40.87704402015944,-73.84111983764177"
2675,"40.87704402015944,-73.84111983764177"
2676,"40.86636177149465,-73.85621985355455"
2677,"40.86636177149465,-73.85621985355455"
2678,"40.86636177149465,-73.85621985355455"
2679,"40.87363428792026,-73.84606533731218"
2680,"40.87363428792026,-73.84606533731218"
2681,"40.87539007304106,-73.858303423379"
2682,"40.87539007304106,-73.858303423379"
2683,"40.87539007304106,-73.858303423379"
2684,"40.87539007304106,-73.858303423379"
2685,"40.87539007304106,-73.858303423379"
2686,"40.86802531792736,-73.85062577934748"
2687,"40.86802531792736,-73.85062577934748"
2688,"40.86802531792736,-73.85062577934748"
2689,"40.86802531792736,-73.85062577934748"
2690,"40.87569224884648,-73.84355413499334"
2691,"40.90405338708543,-73.85244400433083"
2692,"40.90008123209687,-73.8548784796445"
2693,"40.90008123209687,-73.8548784796445"
2694,"40.90021343637155,-73.8550290017116"
2695,"40.90021343637155,-73.8550290017116"
2696,"40.899374355311245,-73.86799064665011"
2697,"40.90438463416197,-73.85417127216219"
2698,"40.897524466570594,-73.86722949499276"
2699,"40.90579249209675,-73.90242629156162"
2700,"40.90106092230403,-73.89965459815281"
2701,"40.902923330925454,-73.89867005063432"
2702,"40.90884313353197,-73.89697173246383"
2703,"40.900757222646575,-73.8994558199983"
2704,"40.91015670699149,-73.89943861208957"
2705,"40.91015670699149,-73.89943861208957"
2706,"40.90934487356073,-73.89662946647391"
2707,"40.90282760277704,-73.89878292213047"
2708,"40.90169385053194,-73.89961825902871"
2709,"40.82487528892924,-73.86779669548542"
2710,"40.8288431678221,-73.8619281227482"
2711,"40.8288431678221,-73.8619281227482"
2712,"40.828229121183455,-73.87382645469818"
2713,"40.828229121183455,-73.87382645469818"
2714,"40.83193387701138,-73.8693407089247"
2715,"40.83028165907592,-73.87686316632066"
2716,"40.83028165907592,-73.87686316632066"
2717,"40.83028165907592,-73.87686316632066"
2718,"40.82740697224584,-73.86906175561117"
2719,"40.8331641401461,-73.87284501220658"
2720,"40.8331641401461,-73.87284501220658"
2721,"40.83229806537372,-73.86310448810372"
2722,"40.83229806537372,-73.86310448810372"
2723,"40.83229806537372,-73.86310448810372"
2724,"40.83229806537372,-73.86310448810372"
2725,"40.833915748678464,-73.87658215360484"
2726,"40.833915748678464,-73.87658215360484"
2727,"40.833915748678464,-73.87658215360484"
2728,"40.83221510106605,-73.86356145423265"
2729,"40.83221510106605,-73.86356145423265"
2730,"40.83221510106605,-73.86356145423265"
2731,"40.8299520499944,-73.86682091037233"
2732,"40.82497013048269,-73.86706400642308"
2733,"40.83152905145227,-73.86267451122626"
2734,"40.83152905145227,-73.86267451122626"
2735,"40.83152905145227,-73.86267451122626"
2736,"40.83152905145227,-73.86267451122626"
2737,"40.833641959599774,-73.88043271976241"
2738,"40.833641959599774,-73.88043271976241"
2739,"40.833641959599774,-73.88043271976241"
2740,"40.833641959599774,-73.88043271976241"
2741,"40.82902702669614,-73.87453725735064"
2742,"40.82902702669614,-73.87453725735064"
2743,"40.83091113905312,-73.87710510801669"
2744,"40.83091113905312,-73.87710510801669"
2745,"40.83091113905312,-73.87710510801669"
2746,"40.83091113905312,-73.87710510801669"
2747,"40.82847165775588,-73.86923103069901"
2748,"40.83280954475028,-73.88065800540701"
2749,"40.83280954475028,-73.88065800540701"
2750,"40.83280954475028,-73.88065800540701"
2751,"40.83280954475028,-73.88065800540701"
2752,"40.83280954475028,-73.88065800540701"
2753,"40.83280954475028,-73.88065800540701"
