,location
3453,"40.66646880142595,-73.88856666068148"
3454,"40.67182264408581,-73.88684708558296"
3455,"40.67182264408581,-73.88684708558296"
3456,"40.67182264408581,-73.88684708558296"
3457,"40.66288509139411,-73.891869349943"
3458,"40.66288509139411,-73.891869349943"
3459,"40.66966469635158,-73.88794117898435"
3460,"40.66831390417266,-73.89870385759512"
3461,"40.6606589372192,-73.88528466271542"
3462,"40.674910251164185,-73.90114445035242"
3463,"40.66620761326684,-73.88628179570054"
3464,"40.66497657368022,-73.89499431980408"
3465,"40.673895803441816,-73.88883038005278"
3466,"40.66385697690502,-73.8984206671381"
3467,"40.66517459499655,-73.89532904461475"
3468,"40.66499215010926,-73.88989632060759"
3469,"40.66499215010926,-73.88989632060759"
3470,"40.66499215010926,-73.88989632060759"
3471,"40.66902608098174,-73.89011613486146"
3472,"40.66902608098174,-73.89011613486146"
3473,"40.67744586791216,-73.88623362689816"
3474,"40.67744586791216,-73.88623362689816"
3475,"40.66508766489972,-73.89497314811415"
3476,"40.6693122808914,-73.89304362242848"
3477,"40.6693122808914,-73.89304362242848"
3478,"40.6693122808914,-73.89304362242848"
3479,"40.66120983224055,-73.88945236910848"
3480,"40.67329955018041,-73.89034560137738"
3481,"40.67336451483134,-73.89273625543741"
3482,"40.67336451483134,-73.89273625543741"
3483,"40.67336451483134,-73.89273625543741"
3484,"40.67085822762456,-73.89310038638422"
3485,"40.67982349177206,-73.89027399589224"
3486,"40.66294446582442,-73.89280158925416"
3487,"40.66294446582442,-73.89280158925416"
3488,"40.66294446582442,-73.89280158925416"
3489,"40.67921744537552,-73.88989342580702"
3490,"40.67851706411859,-73.89313769282091"
3491,"40.67851706411859,-73.89313769282091"
3492,"40.664711347094695,-73.9001453530603"
3493,"40.67466337417896,-73.90218263597653"
3494,"40.67882948385743,-73.88742062090327"
3495,"40.661148142105326,-73.88590219403942"
3496,"40.661148142105326,-73.88590219403942"
3497,"40.661148142105326,-73.88590219403942"
3498,"40.667443082548736,-73.89689593942988"
3499,"40.667443082548736,-73.89689593942988"
3500,"40.67920603522546,-73.88951193623112"
3501,"40.66530646801591,-73.89863366907014"
3502,"40.67803027394015,-73.88597951573938"
3503,"40.67803027394015,-73.88597951573938"
3504,"40.66583178065095,-73.88972734723515"
3505,"40.66583178065095,-73.88972734723515"
3506,"40.66174444632122,-73.89872973387699"
3507,"40.66174444632122,-73.89872973387699"
3508,"40.66568342931615,-73.89502885412173"
3509,"40.66568342931615,-73.89502885412173"
3510,"40.66568342931615,-73.89502885412173"
3511,"40.66777263202143,-73.90006749178605"
3512,"40.66777263202143,-73.90006749178605"
3513,"40.67248640336842,-73.8851322804261"
3514,"40.67248640336842,-73.8851322804261"
3515,"40.666479198663765,-73.89695396292724"
3516,"40.666479198663765,-73.89695396292724"
3517,"40.66409950820111,-73.89885225604704"
3518,"40.67326289874439,-73.88680028316654"
3519,"40.664147859639,-73.90068652375477"
3520,"40.66210120653248,-73.88510082219435"
3521,"40.66210120653248,-73.88510082219435"
3522,"40.67153906082239,-73.88661407337021"
3523,"40.67153906082239,-73.88661407337021"
3524,"40.66200908332146,-73.89841987569909"
3525,"40.66200908332146,-73.89841987569909"
3526,"40.67447653723704,-73.88532416518025"
3527,"40.66168225084417,-73.88685314262399"
3528,"40.66168225084417,-73.88685314262399"
3529,"40.66168225084417,-73.88685314262399"
3530,"40.66168225084417,-73.88685314262399"
3531,"40.66815859325742,-73.88614421699336"
3532,"40.678812348936745,-73.87734793460788"
3533,"40.67814687341866,-73.8648709819114"
3534,"40.671787370097626,-73.86705893413418"
3535,"40.679953480186725,-73.86594723945404"
3536,"40.67960707785723,-73.87093282304255"
3537,"40.67960707785723,-73.87093282304255"
3538,"40.670851609305416,-73.87707992170385"
3539,"40.68427777592552,-73.86810320300488"
3540,"40.67694715943767,-73.88130485494543"
3541,"40.67637971068118,-73.87414319713059"
3542,"40.67637971068118,-73.87414319713059"
3543,"40.68606450640176,-73.87790607938206"
3544,"40.68606450640176,-73.87790607938206"
3545,"40.68485521150951,-73.87877798026688"
3546,"40.67640065276333,-73.87132506558359"
3547,"40.67072156462712,-73.86521461512372"
3548,"40.666222482828026,-73.8648824323695"
3549,"40.68389656798212,-73.87884366972504"
3550,"40.68389656798212,-73.87884366972504"
3551,"40.68389656798212,-73.87884366972504"
3552,"40.68147085457839,-73.8670152349895"
3553,"40.68147085457839,-73.8670152349895"
3554,"40.66626405472306,-73.87700626142423"
3555,"40.66626405472306,-73.87700626142423"
3556,"40.67257592474291,-73.87640687473714"
3557,"40.67257592474291,-73.87640687473714"
3558,"40.67925285223031,-73.86541325256275"
3559,"40.68473438007383,-73.8789661243239"
3560,"40.66886121442096,-73.88098354526058"
3561,"40.670770391393,-73.87519774849461"
3562,"40.68319528245489,-73.87672315668596"
3563,"40.68319528245489,-73.87672315668596"
3564,"40.676379121029285,-73.86404523753205"
3565,"40.6733175958132,-73.87199147662594"
3566,"40.6733175958132,-73.87199147662594"
3567,"40.67349180632596,-73.8729274351515"
3568,"40.67349180632596,-73.8729274351515"
3569,"40.67288001974192,-73.88049950760522"
3570,"40.67288001974192,-73.88049950760522"
3571,"40.68502938172725,-73.88134840664313"
3572,"40.677182545419726,-73.88301479087961"
3573,"40.677182545419726,-73.88301479087961"
3574,"40.68103992452784,-73.87118216573512"
3575,"40.66942743725143,-73.8646651453743"
3576,"40.68370071168985,-73.88137708365554"
3577,"40.68370071168985,-73.88137708365554"
3578,"40.68370071168985,-73.88137708365554"
3579,"40.682870886137096,-73.88006821518309"
3580,"40.66828124600665,-73.87570774412437"
3581,"40.67646895596455,-73.87133122214946"
3582,"40.67611882536379,-73.87850178090432"
3583,"40.67532490144096,-73.8762925816821"
3584,"40.67378015508732,-73.87284787700416"
3585,"40.67378015508732,-73.87284787700416"
3586,"40.668176684598514,-73.8754211702825"
3587,"40.61656760498016,-74.03746330323163"
3588,"40.61656760498016,-74.03746330323163"
3589,"40.62037768259903,-74.0293184181921"
3590,"40.61665706667286,-74.03623077953884"
3591,"40.61665706667286,-74.03623077953884"
3592,"40.62153726594471,-74.03084808845692"
3593,"40.62153726594471,-74.03084808845692"
3594,"40.62153726594471,-74.03084808845692"
3595,"40.62165823577237,-74.03104701022436"
3596,"40.62165823577237,-74.03104701022436"
3597,"40.63463323267317,-74.02572818164849"
3598,"40.62651090533021,-74.02111741109543"
3599,"40.61689662374155,-74.02689790339184"
3600,"40.61779001104672,-74.02899967623505"
3601,"40.63193838071605,-74.02976072434757"
3602,"40.62499091579298,-74.02964081761317"
3603,"40.63605501267527,-73.94311862620985"
3604,"40.62761794846982,-73.94593958028493"
3605,"40.62144370586586,-73.95459223933996"
3606,"40.621077292100026,-73.95088789901598"
3607,"40.61902961165905,-73.94880690779468"
3608,"40.63202281361447,-73.94787398528051"
3609,"40.62638804837817,-73.94117856752598"
3610,"40.63014634918491,-73.94121327601228"
3611,"40.62062251374809,-73.95406486891294"
3612,"40.62061926746425,-73.95367205830327"
3613,"40.63240082518029,-73.94933317649475"
3614,"40.63240082518029,-73.94933317649475"
3615,"40.63780248855904,-73.95072087895186"
3616,"40.63148197950699,-73.94811959202549"
3617,"40.63592564692465,-73.95290976056812"
3618,"40.61835767177016,-73.94932121355659"
3619,"40.63600439809132,-73.93998927405937"
3620,"40.62781999324086,-73.94992224853988"
3621,"40.62682452826566,-73.93845691242578"
3622,"40.63365782618431,-73.94154317947788"
3623,"40.62876925226036,-73.94671186260382"
3624,"40.638098339364646,-73.94580679923868"
3625,"40.636588726578985,-73.95334825666824"
3626,"40.6374826663874,-73.95098717636924"
3627,"40.71269869067116,-73.96262520388737"
3628,"40.71269869067116,-73.96262520388737"
3629,"40.71269869067116,-73.96262520388737"
3630,"40.704360621777546,-73.96530201041912"
3631,"40.70903936777962,-73.95732364621301"
3632,"40.71487777096,-73.9572784424157"
3633,"40.71444985836687,-73.96308069102534"
3634,"40.71612842090786,-73.95105300996963"
3635,"40.71538637716474,-73.9504035350191"
3636,"40.70485852955016,-73.9629427173515"
3637,"40.71332540409009,-73.96077041785796"
3638,"40.7160432219362,-73.9572325197258"
3639,"40.704741331778784,-73.96129491868115"
3640,"40.704741331778784,-73.96129491868115"
3641,"40.707203874762975,-73.9592190986384"
3642,"40.71159514424434,-73.958633380804"
3643,"40.70897192536111,-73.96280423323022"
3644,"40.712001735701904,-73.96165065344277"
3645,"40.712001735701904,-73.96165065344277"
3646,"40.712001735701904,-73.96165065344277"
3647,"40.716758593773946,-73.96026612574599"
3648,"40.657371442500825,-73.91417025478682"
3649,"40.66333578432116,-73.91855379514578"
3650,"40.6626536983823,-73.91743833161314"
3651,"40.6626536983823,-73.91743833161314"
3652,"40.6626536983823,-73.91743833161314"
3653,"40.669094772236726,-73.90651940983972"
3654,"40.65527926247688,-73.90968950852637"
3655,"40.65780026224156,-73.91291234310084"
3656,"40.66552461454654,-73.91916712475171"
3657,"40.66552461454654,-73.91916712475171"
3658,"40.66552461454654,-73.91916712475171"
3659,"40.66552461454654,-73.91916712475171"
3660,"40.65991382224821,-73.91750139622751"
3661,"40.65991382224821,-73.91750139622751"
3662,"40.66743852601446,-73.90802345676424"
3663,"40.66743852601446,-73.90802345676424"
3664,"40.66644992683932,-73.90867787468183"
3665,"40.669812987676735,-73.90807929788822"
3666,"40.66455512783694,-73.9215447237076"
3667,"40.66455512783694,-73.9215447237076"
3668,"40.66455512783694,-73.9215447237076"
3669,"40.65715157172689,-73.90825691069989"
3670,"40.65705655955949,-73.90583236858154"
3671,"40.65705655955949,-73.90583236858154"
3672,"40.65719943772192,-73.90669003927597"
3673,"40.65719943772192,-73.90669003927597"
3674,"40.66604962278472,-73.91134325400738"
3675,"40.66604962278472,-73.91134325400738"
3676,"40.66604962278472,-73.91134325400738"
3677,"40.65759000910312,-73.91767044583575"
3678,"40.66304204840483,-73.913504182016"
3679,"40.66226343744056,-73.914721057852"
3680,"40.66226343744056,-73.914721057852"
3681,"40.66226343744056,-73.914721057852"
3682,"40.66226343744056,-73.914721057852"
3683,"40.66226343744056,-73.914721057852"
3684,"40.66223340769109,-73.91103234097056"
3685,"40.661914059583154,-73.91314492894654"
3686,"40.661914059583154,-73.91314492894654"
3687,"40.65837933480493,-73.91303498358282"
3688,"40.66213458067138,-73.90836324824468"
3689,"40.664686457316,-73.90683415331307"
3690,"40.65861090652504,-73.92273461179545"
3691,"40.65861090652504,-73.92273461179545"
3692,"40.65861090652504,-73.92273461179545"
3693,"40.65861090652504,-73.92273461179545"
3694,"40.669642009179874,-73.90611834229654"
3695,"40.668863284091465,-73.91967825229449"
3696,"40.67092471068419,-73.90480111293645"
3697,"40.67116475611545,-73.90706092341674"
3698,"40.65500985609816,-73.90910849704154"
3699,"40.66446617131837,-73.91477752892267"
3700,"40.66243745441561,-73.91652894802492"
3701,"40.66243745441561,-73.91652894802492"
3702,"40.66243745441561,-73.91652894802492"
3703,"40.66243745441561,-73.91652894802492"
3704,"40.657948093595,-73.921337750218"
3705,"40.657948093595,-73.921337750218"
3706,"40.6611174065139,-73.91010167216618"
3707,"40.66348870951015,-73.91752354571167"
3708,"40.66348870951015,-73.91752354571167"
3709,"40.66348870951015,-73.91752354571167"
3710,"40.6652057379621,-73.91978165548521"
3711,"40.6652057379621,-73.91978165548521"
3712,"40.666075063940106,-73.92204819045054"
3713,"40.666075063940106,-73.92204819045054"
3714,"40.66990537671658,-73.90537628983553"
3715,"40.66990537671658,-73.90537628983553"
3716,"40.66256842727015,-73.91447860432743"
3717,"40.66256842727015,-73.91447860432743"
3718,"40.65576841227711,-73.90844957604327"
3719,"40.66742789191306,-73.91459000152909"
3720,"40.66861889732213,-73.90695360046905"
3721,"40.66080243648804,-73.90969419594936"
3722,"40.66241106048913,-73.9163101555314"
3723,"40.66241106048913,-73.9163101555314"
3724,"40.65716104160162,-73.92220593828434"
3725,"40.66668996249387,-73.91971318649159"
3726,"40.65611053770103,-73.90940417186285"
3727,"40.65754101151112,-73.91640932497977"
3728,"40.65754101151112,-73.91640932497977"
3729,"40.66265999745865,-73.92087870313343"
3730,"40.65649831406588,-73.91019058287606"
3731,"40.65649831406588,-73.91019058287606"
3732,"40.670320178718455,-73.9085633387865"
3733,"40.670320178718455,-73.9085633387865"
3734,"40.670320178718455,-73.9085633387865"
3735,"40.665951746828654,-73.92979721194924"
3736,"40.665951746828654,-73.92979721194924"
3737,"40.67430380760232,-73.94148090026378"
3738,"40.67430380760232,-73.94148090026378"
3739,"40.67430380760232,-73.94148090026378"
3740,"40.6744789639909,-73.92703810993805"
3741,"40.6744789639909,-73.92703810993805"
3742,"40.673520753726514,-73.92960437114483"
3743,"40.67463735889921,-73.93733703145828"
3744,"40.67072465947878,-73.94375287010706"
3745,"40.67299570183148,-73.92860389640329"
3746,"40.67299570183148,-73.92860389640329"
3747,"40.67299570183148,-73.92860389640329"
3748,"40.67299570183148,-73.92860389640329"
3749,"40.67557598519522,-73.93284432968372"
3750,"40.67354421906976,-73.9358863240717"
3751,"40.67354421906976,-73.9358863240717"
3752,"40.67250738238287,-73.92860933523475"
3753,"40.67250738238287,-73.92860933523475"
3754,"40.67250738238287,-73.92860933523475"
3755,"40.67250738238287,-73.92860933523475"
3756,"40.66810953612664,-73.9314419935052"
3757,"40.66696634391913,-73.94183077413395"
3758,"40.67436036652008,-73.93623873230005"
3759,"40.67214086219264,-73.92915217107173"
3760,"40.67214086219264,-73.92915217107173"
3761,"40.67214086219264,-73.92915217107173"
3762,"40.67214086219264,-73.92915217107173"
3763,"40.66675715826671,-73.94095002182998"
3764,"40.66772461997289,-73.94479627260182"
3765,"40.6049126559896,-73.9974627865189"
3766,"40.6049126559896,-73.9974627865189"
3767,"40.59821740453698,-73.9892776057238"
3768,"40.5994086804532,-73.99311294533746"
3769,"40.60842662824723,-74.00347670073029"
3770,"40.60940439459899,-73.99116372669293"
3771,"40.6075132604094,-73.99179902425792"
3772,"40.6075132604094,-73.99179902425792"
3773,"40.60534258650097,-73.99720033662547"
3774,"40.60534258650097,-73.99720033662547"
3775,"40.60534258650097,-73.99720033662547"
3776,"40.60534624848419,-73.99414319310785"
3777,"40.60223407559887,-73.98765108595732"
3778,"40.60538252380524,-73.98758447069285"
3779,"40.61159218675073,-74.00020840635592"
3780,"40.60517923954659,-73.99368250991101"
3781,"40.60517923954659,-73.99368250991101"
3782,"40.60480805504662,-73.99702365825081"
3783,"40.60480805504662,-73.99702365825081"
3784,"40.60480805504662,-73.99702365825081"
3785,"40.60492904178212,-73.99499526435946"
3786,"40.607165368829,-73.9935797411715"
3787,"40.608657026868265,-74.00385658568747"
3788,"40.60827104318181,-74.00656357942782"
3789,"40.60827104318181,-74.00656357942782"
3790,"40.60806595034735,-74.00571587486596"
3791,"40.60806595034735,-74.00571587486596"
3792,"40.6698130428248,-73.98489134144033"
3793,"40.67042884736389,-73.98728575124102"
3794,"40.67042884736389,-73.98728575124102"
3795,"40.65970168041223,-73.98905083484954"
3796,"40.67077260856927,-73.99263595329886"
3797,"40.668212040431,-73.98417266663762"
3798,"40.668212040431,-73.98417266663762"
3799,"40.668212040431,-73.98417266663762"
3800,"40.668212040431,-73.98417266663762"
3801,"40.66145798029354,-73.98252893358287"
3802,"40.66275636804744,-73.98819079153428"
3803,"40.66836721163919,-73.99195391894042"
3804,"40.6612907844154,-73.98435615708456"
3805,"40.66127527773421,-73.989184169212"
3806,"40.66127527773421,-73.989184169212"
3807,"40.6633537703193,-73.99226695532"
3808,"40.6688209685857,-73.98328579618159"
3809,"40.6688209685857,-73.98328579618159"
3810,"40.6688209685857,-73.98328579618159"
3811,"40.66296664301503,-73.99259752405555"
3812,"40.66447935782844,-73.98347173160683"
3813,"40.67015000333213,-73.97856626364337"
3814,"40.660546814366185,-73.9882048626521"
3815,"40.660546814366185,-73.9882048626521"
3816,"40.6614165208113,-73.98138777018958"
3817,"40.668947121198336,-73.98451534546592"
3818,"40.668947121198336,-73.98451534546592"
3819,"40.66367318105412,-73.98053917950111"
3820,"40.66837996803849,-73.97297758002676"
3821,"40.66519192340693,-73.98443183048025"
3822,"40.66494163630382,-73.98589593482751"
3823,"40.66756980835518,-73.98425954992472"
3824,"40.66756980835518,-73.98425954992472"
3825,"40.66756980835518,-73.98425954992472"
3826,"40.66451050007338,-73.9887848558857"
3827,"40.66791618214517,-73.98418600808853"
3828,"40.67097225694364,-73.97332994142474"
3829,"40.66103365362545,-73.98946697035366"
3830,"40.66103365362545,-73.98946697035366"
3831,"40.66103365362545,-73.98946697035366"
3832,"40.659556980028384,-73.98886378008308"
3833,"40.6588079721176,-73.98924392076704"
3834,"40.672288700699845,-73.98367608924474"
3835,"40.67380597096283,-73.94771408240187"
3836,"40.67832518265112,-73.94776783575318"
3837,"40.67832518265112,-73.94776783575318"
3838,"40.68287567938757,-73.95378121698235"
3839,"40.67556255183956,-73.951938710199"
3840,"40.67364425991435,-73.94743970329473"
3841,"40.68198422581444,-73.94647425097128"
3842,"40.682749521587546,-73.94647197809566"
3843,"40.68009533115445,-73.94458570510577"
3844,"40.683989984411255,-73.94988255010318"
3845,"40.683989984411255,-73.94988255010318"
3846,"40.683989984411255,-73.94988255010318"
3847,"40.684555539170994,-73.93993621578515"
3848,"40.684555539170994,-73.93993621578515"
3849,"40.68375941154776,-73.95012685314025"
3850,"40.68375941154776,-73.95012685314025"
3851,"40.68320415826695,-73.98036969889716"
3852,"40.68320415826695,-73.98036969889716"
3853,"40.68320415826695,-73.98036969889716"
3854,"40.676050846244856,-73.97838415391138"
3855,"40.678453852158384,-73.9804150539078"
3856,"40.68204549128387,-73.98245858311553"
3857,"40.67865490351745,-73.9818523484666"
3858,"40.677986664700136,-73.9815436886745"
3859,"40.68833144617483,-73.97491331519142"
3860,"40.6778052433891,-73.98131578261722"
3861,"40.6778052433891,-73.98131578261722"
3862,"40.6778052433891,-73.98131578261722"
3863,"40.68871351668684,-73.9775799862131"
3864,"40.679656566115526,-73.9792579702609"
3865,"40.679656566115526,-73.9792579702609"
3866,"40.68325343394376,-73.98824376304336"
3867,"40.68109841703155,-73.980754591603"
3868,"40.68390112278825,-73.98837952475147"
3869,"40.68390112278825,-73.98837952475147"
3870,"40.68464658959372,-73.98236030339577"
3871,"40.68464658959372,-73.98236030339577"
3872,"40.63817016391245,-73.97538613426576"
3873,"40.6348461305904,-73.96965614451028"
3874,"40.63751065872407,-73.98115879649605"
3875,"40.63751065872407,-73.98115879649605"
3876,"40.63508569862254,-73.97515647308698"
3877,"40.63508569862254,-73.97515647308698"
3878,"40.63508569862254,-73.97515647308698"
3879,"40.63849149412302,-73.96814266597501"
3880,"40.640265042943,-73.96838020092626"
3881,"40.640265042943,-73.96838020092626"
3882,"40.63640548450124,-73.98140736442572"
3883,"40.63640548450124,-73.98140736442572"
3884,"40.63640548450124,-73.98140736442572"
3885,"40.6499821038599,-73.97748338369952"
3886,"40.64072854333146,-73.97796080633394"
3887,"40.63418642770078,-73.97311376027355"
3888,"40.63991918549636,-73.9675234299708"
3889,"40.651715587904086,-73.98073010195587"
3890,"40.651715587904086,-73.98073010195587"
3891,"40.64723647109373,-73.97388187728964"
3892,"40.64723647109373,-73.97388187728964"
3893,"40.63762144815604,-73.97342179991628"
3894,"40.63762144815604,-73.97342179991628"
3895,"40.63831500894052,-73.9712702654783"
3896,"40.63691836348404,-73.98127085523494"
3897,"40.63691836348404,-73.98127085523494"
3898,"40.63691836348404,-73.98127085523494"
3899,"40.65210900962914,-73.98083999966526"
3900,"40.65210900962914,-73.98083999966526"
3901,"40.63922859763133,-73.98303518244654"
3902,"40.63922859763133,-73.98303518244654"
3903,"40.63441533597445,-73.97199299977439"
3904,"40.64667466489967,-73.97036792710209"
3905,"40.63425959387052,-73.97582997872217"
3906,"40.63425959387052,-73.97582997872217"
3907,"40.63425959387052,-73.97582997872217"
3908,"40.63425959387052,-73.97582997872217"
3909,"40.63505297942957,-73.97646259369228"
3910,"40.63505297942957,-73.97646259369228"
3911,"40.63505297942957,-73.97646259369228"
3912,"40.65167848012086,-73.9754135057654"
3913,"40.63993525234731,-73.9694214093978"
3914,"40.64052068025199,-73.9742550798739"
3915,"40.645444381059534,-73.97970724104049"
3916,"40.64733218974393,-73.96882483850364"
3917,"40.64733218974393,-73.96882483850364"
3918,"40.64049980324088,-73.96940740997007"
3919,"40.6435019875293,-73.98517743617916"
3920,"40.63313494984935,-73.98804511610136"
3921,"40.63313494984935,-73.98804511610136"
3922,"40.63070088048295,-73.99278280652842"
3923,"40.63070088048295,-73.99278280652842"
3924,"40.637966680570095,-73.99748123127208"
3925,"40.637966680570095,-73.99748123127208"
3926,"40.637966680570095,-73.99748123127208"
3927,"40.637966680570095,-73.99748123127208"
3928,"40.637966680570095,-73.99748123127208"
3929,"40.637966680570095,-73.99748123127208"
3930,"40.63651393222092,-73.99688518059304"
3931,"40.63651393222092,-73.99688518059304"
3932,"40.63120136143248,-73.99668906205773"
3933,"40.63420052584213,-73.99847347387316"
3934,"40.63762799891252,-73.99564149271058"
3935,"40.632902456857614,-73.99615475124821"
3936,"40.63888150511957,-74.00032917430168"
3937,"40.63820790468104,-73.98802671402706"
3938,"40.63820790468104,-73.98802671402706"
3939,"40.62684191012882,-74.00420346236425"
3940,"40.62394421750914,-73.99851217994853"
3941,"40.64051073320298,-73.99126785162186"
3942,"40.64051073320298,-73.99126785162186"
3943,"40.64051073320298,-73.99126785162186"
3944,"40.634440679148,-74.00136731398328"
3945,"40.64040009931016,-73.99861495126248"
3946,"40.64040009931016,-73.99861495126248"
3947,"40.63584042496747,-73.9960213172432"
3948,"40.63584042496747,-73.9960213172432"
3949,"40.63502737215266,-73.99766407358602"
3950,"40.63502737215266,-73.99766407358602"
3951,"40.63502737215266,-73.99766407358602"
3952,"40.63502737215266,-73.99766407358602"
3953,"40.63502737215266,-73.99766407358602"
3954,"40.63684173024348,-73.99826738423596"
3955,"40.63684173024348,-73.99826738423596"
3956,"40.63684173024348,-73.99826738423596"
3957,"40.63684173024348,-73.99826738423596"
3958,"40.63684173024348,-73.99826738423596"
3959,"40.63347315208328,-74.00433013057618"
3960,"40.64005087136625,-73.99705977085247"
3961,"40.64005087136625,-73.99705977085247"
3962,"40.64081223014709,-73.99064118037127"
3963,"40.64081223014709,-73.99064118037127"
3964,"40.64081223014709,-73.99064118037127"
3965,"40.64081223014709,-73.99064118037127"
3966,"40.64079240112493,-73.99812788913142"
3967,"40.64079240112493,-73.99812788913142"
3968,"40.639002693017616,-73.9876939654018"
3969,"40.639002693017616,-73.9876939654018"
3970,"40.639002693017616,-73.9876939654018"
3971,"40.63986812538507,-73.99755040721062"
3972,"40.63750760675286,-73.98615786401568"
3973,"40.63576565031941,-73.99860770657183"
3974,"40.63576565031941,-73.99860770657183"
3975,"40.63576565031941,-73.99860770657183"
3976,"40.628102623513165,-73.99165199921693"
3977,"40.628102623513165,-73.99165199921693"
3978,"40.63894088345485,-74.00189013094712"
3979,"40.64056352028948,-73.99985842971783"
3980,"40.6322900750978,-73.98718995396526"
3981,"40.6322900750978,-73.98718995396526"
3982,"40.63681928880982,-73.99793339221655"
3983,"40.63681928880982,-73.99793339221655"
3984,"40.63681928880982,-73.99793339221655"
3985,"40.63681928880982,-73.99793339221655"
3986,"40.62750260983385,-73.9917577480515"
3987,"40.63838776207,-73.99836467445705"
3988,"40.63838776207,-73.99836467445705"
3989,"40.63838776207,-73.99836467445705"
3990,"40.63838776207,-73.99836467445705"
3991,"40.62441816242754,-73.99952027366952"
3992,"40.62963298769404,-73.99187747538417"
3993,"40.634341821768814,-73.98772918794813"
3994,"40.634341821768814,-73.98772918794813"
3995,"40.63444050782402,-74.00020188631193"
3996,"40.63444050782402,-74.00020188631193"
3997,"40.6394800887605,-73.98767068594617"
3998,"40.6456379517301,-74.01579735199049"
3999,"40.64559148276361,-74.01516451692594"
4000,"40.64559148276361,-74.01516451692594"
4001,"40.64559148276361,-74.01516451692594"
4002,"40.64726109164437,-74.01364580798442"
4003,"40.64127802732821,-74.01689934443561"
4004,"40.642477109185016,-74.02010413824097"
4005,"40.642477109185016,-74.02010413824097"
4006,"40.64607689538245,-74.01170386206853"
4007,"40.64765799740553,-74.01157342511216"
4008,"40.64765799740553,-74.01157342511216"
4009,"40.64631546148555,-74.0045482848238"
4010,"40.64283293115472,-74.02005289207273"
4011,"40.64283293115472,-74.02005289207273"
4012,"40.64655003814256,-74.01069906843844"
4013,"40.64350971918578,-74.00850598739555"
4014,"40.64225707050312,-74.01597780949942"
4015,"40.64225707050312,-74.01597780949942"
4016,"40.64225707050312,-74.01597780949942"
4017,"40.64225707050312,-74.01597780949942"
4018,"40.647791865300206,-74.01265708324152"
4019,"40.64076465722536,-74.02125824737611"
4020,"40.6467342422369,-74.00405072671661"
4021,"40.64191426539498,-74.01892739961171"
4022,"40.64191426539498,-74.01892739961171"
4023,"40.64267514027861,-74.00510879131012"
4024,"40.64267514027861,-74.00510879131012"
4025,"40.64184493673298,-74.01019331522045"
4026,"40.6971510107068,-73.92432036541204"
4027,"40.69327443726454,-73.93512922389195"
4028,"40.68827725142123,-73.93634143582418"
4029,"40.68827725142123,-73.93634143582418"
4030,"40.69034343753476,-73.93523340019205"
4031,"40.6940674874321,-73.92828001672324"
4032,"40.69359389247251,-73.91924414283324"
4033,"40.69030666709256,-73.92980712742386"
4034,"40.69032012458796,-73.92866784211103"
4035,"40.69431359960433,-73.93488728029335"
4036,"40.68695945349147,-73.93714220757032"
4037,"40.69842512451558,-73.92919997450535"
4038,"40.69842512451558,-73.92919997450535"
4039,"40.68777651263364,-73.92383053414909"
4040,"40.6903038521892,-73.91970726696334"
4041,"40.6863040237788,-73.92987875589911"
4042,"40.6904556763125,-73.92846723683598"
4043,"40.69370127793012,-73.92874446004181"
4044,"40.698043580160935,-73.92747851508618"
4045,"40.68921620977813,-73.93155621033542"
4046,"40.69617329217847,-73.91924364514628"
4047,"40.68905245173497,-73.93098655180718"
4048,"40.69997053208679,-73.92725012571654"
4049,"40.69997053208679,-73.92725012571654"
4050,"40.69101447672984,-73.9343929339579"
4051,"40.69262325883161,-73.92139644004821"
4052,"40.69453637838603,-73.92323017782385"
4053,"40.69453637838603,-73.92323017782385"
4054,"40.69453637838603,-73.92323017782385"
4055,"40.6902497649734,-73.92969797141535"
4056,"40.69265552570775,-73.91788209502953"
4057,"40.69199467003974,-73.9322928587755"
4058,"40.68711194615425,-73.93523840314155"
4059,"40.686486948787234,-73.93554098705576"
4060,"40.687294919775816,-73.93597978447374"
4061,"40.732107848906566,-73.95458914527423"
4062,"40.72308997573149,-73.95253959070662"
4063,"40.721082692385664,-73.94666188790391"
4064,"40.732994571616494,-73.95806194702227"
4065,"40.720904459747175,-73.94637001880717"
4066,"40.71918510258511,-73.94893965059836"
4067,"40.72217873645644,-73.95357127673108"
4068,"40.73164359858684,-73.95836785732178"
4069,"40.73164359858684,-73.95836785732178"
4070,"40.7229738021808,-73.94206136597441"
4071,"40.72286268286406,-73.94159503268104"
4072,"40.60249300573941,-73.97010718115598"
4073,"40.60132579650674,-73.97650389657807"
4074,"40.590686067210605,-73.9722396080495"
4075,"40.589900479039486,-73.97488291441242"
4076,"40.59064395196992,-73.97526171124042"
4077,"40.59499724401573,-73.9748143646066"
4078,"40.59609571502145,-73.97471700623596"
4079,"40.590268190166405,-73.97395751615475"
4080,"40.57876298247552,-73.97884219687415"
4081,"40.574721370231856,-73.9966349989556"
4082,"40.57376520949693,-73.99266219835658"
4083,"40.57376520949693,-73.99266219835658"
4084,"40.57455851665434,-73.99361535864644"
4085,"40.57424535228835,-73.9948860602307"
4086,"40.65638293206689,-73.95806109261063"
4087,"40.66126897996109,-73.96055922499802"
4088,"40.66021926601566,-73.94889020954824"
4089,"40.66021926601566,-73.94889020954824"
